id,player_id,league_id,badge_code,awarded_at,awarded_match_id
14,246,1,contender_protoss,2026-05-04 21:00:00.186547,
15,195,1,contender_terran,2026-05-04 21:00:00.186547,
16,249,1,contender_zerg,2026-05-04 21:00:00.186547,
