id,player_name,player_name_normalized,message_text,created_at,ip_address,is_hidden
9,Lightning Mcqueen,lightning mcqueen,"I think the main pain point right now is that player is not be able to put their SEED in the in TTS match submission. Shows the SEED of that match of the individual page. Would be nice, I can clarify more in Discord message. Feel free to text me.",2026-05-03 22:49:27.550142,128.193.154.41,f
