id,match_id,player_id,old_elo,new_elo,elo_delta,expected_score,actual_score,k_factor,created_at
7720,827,195,1121,1099,-22,0.6826,0.0,32,2026-05-01 15:26:02.485218
7721,828,249,1034,1050,16,0.5373,1.0,32,2026-05-01 15:26:02.485218
7722,828,188,1008,993,-15,0.4627,0.0,32,2026-05-01 15:26:02.485218
7723,830,249,1050,1064,14,0.5715,1.0,32,2026-05-01 15:26:02.485218
7724,830,262,1000,983,-17,0.4285,0.0,40,2026-05-01 15:26:02.485218
7725,832,268,1000,1019,19,0.5230,1.0,40,2026-05-01 15:26:02.485218
7726,832,261,984,965,-19,0.4770,0.0,40,2026-05-01 15:26:02.485218
7727,833,269,1000,1007,7,0.5000,1.0,40,2026-05-01 15:26:02.485218
7728,833,270,1000,993,-7,0.5000,0.0,40,2026-05-01 15:26:02.485218
7729,834,196,1012,1028,16,0.5173,1.0,32,2026-05-01 15:26:02.485218
7730,834,214,1000,981,-19,0.4827,0.0,40,2026-05-01 15:26:02.485218
7731,835,188,993,1010,17,0.4899,1.0,32,2026-05-01 15:26:02.485218
7732,835,271,1000,980,-20,0.5101,0.0,40,2026-05-01 15:26:02.485218
7733,837,195,1099,1109,10,0.6788,1.0,32,2026-05-01 15:26:02.485218
7734,837,251,969,959,-10,0.3212,0.0,32,2026-05-01 15:26:02.485218
7735,838,259,1000,1019,19,0.5288,1.0,40,2026-05-01 15:26:02.485218
7736,838,271,980,961,-19,0.4712,0.0,40,2026-05-01 15:26:02.485218
7737,839,195,1109,1118,9,0.7153,1.0,32,2026-05-01 15:26:02.485218
7738,839,258,949,940,-9,0.2847,0.0,32,2026-05-01 15:26:02.485218
7739,840,192,1000,1018,18,0.5545,1.0,40,2026-05-01 15:26:02.485218
7740,840,198,962,948,-14,0.4455,0.0,32,2026-05-01 15:26:02.485218
7741,841,258,940,956,16,0.4885,1.0,32,2026-05-01 15:26:02.485218
7742,841,198,948,932,-16,0.5115,0.0,32,2026-05-01 15:26:02.485218
7743,842,273,1000,1019,19,0.5373,1.0,40,2026-05-01 15:26:02.485218
7744,842,240,974,955,-19,0.4627,0.0,40,2026-05-01 15:26:02.485218
7745,843,273,1019,1035,16,0.5911,1.0,40,2026-05-01 15:26:02.485218
7746,843,240,955,939,-16,0.4089,0.0,40,2026-05-01 15:26:02.485218
7747,844,195,1118,1130,12,0.6401,1.0,32,2026-05-01 15:26:02.485218
7748,844,192,1018,1004,-14,0.3599,0.0,40,2026-05-01 15:26:02.485218
7749,845,258,956,962,6,0.5058,1.0,32,2026-05-01 15:26:02.485218
7750,845,228,952,946,-6,0.4942,0.0,32,2026-05-01 15:26:02.485218
7751,846,193,1001,1020,19,0.4103,1.0,32,2026-05-01 15:26:02.485218
7752,846,249,1064,1045,-19,0.5897,0.0,32,2026-05-01 15:26:02.485218
7753,848,195,1130,1140,10,0.6738,1.0,32,2026-05-01 15:26:02.485218
7754,848,192,1004,991,-13,0.3262,0.0,40,2026-05-01 15:26:02.485218
7755,851,192,991,1009,18,0.4470,1.0,32,2026-05-01 15:26:02.485218
7756,851,196,1028,1010,-18,0.5530,0.0,32,2026-05-01 15:26:02.485218
7757,852,249,1045,1061,16,0.5373,1.0,32,2026-05-01 15:26:02.485218
7758,852,259,1019,1000,-19,0.4627,0.0,40,2026-05-01 15:26:02.485218
7759,856,242,977,999,22,0.4527,1.0,40,2026-05-01 15:26:02.485218
7760,856,188,1010,992,-18,0.5473,0.0,32,2026-05-01 15:26:02.485218
7761,857,195,1140,1150,10,0.6788,1.0,32,2026-05-01 15:26:02.485218
7762,857,196,1010,1000,-10,0.3212,0.0,32,2026-05-01 15:26:02.485218
7763,862,196,1000,1017,17,0.5000,1.0,32,2026-05-01 15:26:02.485218
7764,862,276,1000,980,-20,0.5000,0.0,40,2026-05-01 15:26:02.485218
7765,863,188,992,1008,16,0.5445,1.0,32,2026-05-01 15:26:02.485218
7766,863,271,961,943,-18,0.4555,0.0,40,2026-05-01 15:26:02.485218
7767,864,188,1008,1023,15,0.5316,1.0,32,2026-05-01 15:26:02.485218
7768,864,266,986,967,-19,0.4684,0.0,40,2026-05-01 15:26:02.485218
7769,865,192,1009,1025,16,0.4885,1.0,32,2026-05-01 15:26:02.485218
7770,865,196,1017,1001,-16,0.5115,0.0,32,2026-05-01 15:26:02.485218
7771,866,196,1001,1017,16,0.5302,1.0,32,2026-05-01 15:26:02.485218
7772,866,276,980,961,-19,0.4698,0.0,40,2026-05-01 15:26:02.485218
7773,867,249,1061,1074,13,0.5869,1.0,32,2026-05-01 15:26:02.485218
7774,867,256,1000,983,-17,0.4131,0.0,40,2026-05-01 15:26:02.485218
7775,868,242,999,1012,13,0.5799,1.0,32,2026-05-01 15:26:02.485218
7776,868,271,943,926,-17,0.4201,0.0,40,2026-05-01 15:26:02.485218
7777,869,196,1017,1030,13,0.6104,1.0,32,2026-05-01 15:26:02.485218
7778,869,240,939,927,-12,0.3896,0.0,32,2026-05-01 15:26:02.485218
7779,870,196,1030,1044,14,0.5925,1.0,32,2026-05-01 15:26:02.485218
7780,870,261,965,949,-16,0.4075,0.0,40,2026-05-01 15:26:02.485218
7781,871,249,1074,1088,14,0.6049,1.0,32,2026-05-01 15:26:02.485218
7782,871,277,1000,984,-16,0.3951,0.0,40,2026-05-01 15:26:02.485218
7783,872,277,984,1007,23,0.4145,1.0,40,2026-05-01 15:26:02.485218
7784,872,196,1044,1025,-19,0.5855,0.0,32,2026-05-01 15:26:02.485218
7785,873,196,1025,1041,16,0.5259,1.0,32,2026-05-01 15:26:02.485218
7786,873,277,1007,988,-19,0.4741,0.0,40,2026-05-01 15:26:02.485218
7787,879,242,1012,1027,15,0.5445,1.0,32,2026-05-01 15:26:02.485218
7788,879,214,981,963,-18,0.4555,0.0,40,2026-05-01 15:26:02.485218
7789,884,192,1025,1044,19,0.4103,1.0,32,2026-05-01 15:26:02.485218
7790,884,249,1088,1069,-19,0.5897,0.0,32,2026-05-01 15:26:02.485218
7791,885,196,1041,1057,16,0.5302,1.0,32,2026-05-01 15:26:02.485218
7792,885,193,1020,1005,-15,0.4698,0.0,32,2026-05-01 15:26:02.485218
7793,886,193,1005,1020,15,0.5244,1.0,32,2026-05-01 15:26:02.485218
7794,886,277,988,969,-19,0.4756,0.0,40,2026-05-01 15:26:02.485218
7795,891,193,1020,1037,17,0.4655,1.0,32,2026-05-01 15:26:02.485218
7796,891,192,1044,1027,-17,0.5345,0.0,32,2026-05-01 15:26:02.485218
7797,892,188,1023,1046,23,0.3364,1.0,32,2026-05-01 15:26:02.485218
7798,892,246,1141,1120,-21,0.6636,0.0,32,2026-05-01 15:26:02.485218
7799,893,242,1027,1042,15,0.5388,1.0,32,2026-05-01 15:26:02.485218
7800,893,279,1000,982,-18,0.4612,0.0,40,2026-05-01 15:26:02.485218
7801,894,192,1027,1044,17,0.4727,1.0,32,2026-05-01 15:26:02.485218
7802,894,188,1046,1029,-17,0.5273,0.0,32,2026-05-01 15:26:02.485218
7803,895,196,1057,1068,11,0.6788,1.0,32,2026-05-01 15:26:02.485218
7804,895,240,927,917,-10,0.3212,0.0,32,2026-05-01 15:26:02.485218
7805,896,246,1120,1134,14,0.5743,1.0,32,2026-05-01 15:26:02.485218
7806,896,196,1068,1054,-14,0.4257,0.0,32,2026-05-01 15:26:02.485218
7807,897,195,1150,1159,9,0.7222,1.0,32,2026-05-01 15:26:02.485218
7808,897,254,984,973,-11,0.2778,0.0,40,2026-05-01 15:26:02.485218
7809,898,249,1069,1089,20,0.3733,1.0,32,2026-05-01 15:26:02.485218
7810,898,195,1159,1139,-20,0.6267,0.0,32,2026-05-01 15:26:02.485218
7811,899,195,1139,1151,12,0.6361,1.0,32,2026-05-01 15:26:02.485218
7812,899,242,1042,1030,-12,0.3639,0.0,32,2026-05-01 15:26:02.485218
7813,900,246,1134,1145,11,0.6467,1.0,32,2026-05-01 15:26:02.485218
7814,900,188,1029,1018,-11,0.3533,0.0,32,2026-05-01 15:26:02.485218
7815,901,192,1044,1065,21,0.3586,1.0,32,2026-05-01 18:18:34.303589
7816,901,246,1145,1124,-21,0.6414,0.0,32,2026-05-01 18:18:34.303589
7817,902,249,1089,1100,11,0.6687,1.0,32,2026-05-01 18:53:13.775946
7818,902,226,967,956,-11,0.3313,0.0,32,2026-05-01 18:53:13.775946
7819,903,249,1100,1117,17,0.4655,1.0,32,2026-05-01 23:15:19.591345
7820,903,246,1124,1107,-17,0.5345,0.0,32,2026-05-01 23:15:19.591345
7821,904,242,1030,1046,16,0.4899,1.0,32,2026-05-02 14:53:56.959852
7822,904,193,1037,1021,-16,0.5101,0.0,32,2026-05-02 14:53:56.959852
7823,905,188,1018,1039,21,0.3613,1.0,32,2026-05-02 21:51:23.780746
7824,905,249,1117,1097,-20,0.6387,0.0,32,2026-05-02 21:51:23.780746
